,,,,,,,,,
 ,,,,,,,,,
"$1,114.10",Payment Received,PayPal Fee,Postage,Other Costs,,"Purchase Price
Offset",,MovieList Key,Flags
10/31/2022,$6.00,-$1.18,-$3.49,,Alien,$0.39,$1.72,,
11/1/2022,$7.00,-$1.32,-$3.49,,Body of Lies / Edge of Darkness / Pride and Glory BLU-RAY,$0.69,$2.88,,
11/1/2022,$20.00,-$3.22,-$3.49,,Bret Hart Wrestling with Shadows / The Life and Death of Owen Hart ,-$0.25,$13.04,,doNotMatch
11/2/2022,$35.00,-$5.41,-$3.49,,Live Phish Vol 06 by Phish CD,$0.88,$26.98,,
11/3/2022,$11.00,-$1.91,-$3.49,,King of the Hill: Music from and Inspired by the TV Series CD,$0.92,$6.52,,
11/3/2022,$6.00,-$1.18,-$3.49,,Contraband: The Best of Men at Work CD,$0.92,$2.25,,
11/5/2022,$12.00,-$2.05,-$3.49,,Green Jello: Cereal Killer OST by Tool CD,$0.92,$7.38,,
11/5/2022,$7.75,-$1.43,-$3.49,,Surviving the game,,$2.83,,
11/7/2022,$17.00,-$2.78,-$3.49,,Needful Things,-$0.25,$10.48,,
11/7/2022,$10.00,-$1.76,-$3.49,,Millenium Collection by Jackyl CD,$0.92,$5.67,,
11/8/2022,$17.00,-$2.78,-$3.49,,Bewitched Season 7,$0.56,$11.29,,
11/10/2022,$8.50,-$1.54,-$3.49,,Fargo Season 1,-$1.00,$2.47,,
11/10/2022,$6.50,-$1.25,-$3.49,,South Park - Ghouls Ghosts and Underpants  Gnomes,$0.59,$2.35,,
11/11/2022,$8.00,-$1.47,-$3.49,,Breaking Bad Season 5,,$3.04,,
11/11/2022,$9.00,-$1.61,-$3.49,,Bones Season 9,,$3.90,,
11/11/2022,$6.00,-$1.18,-$3.49,,Robert Rodriguez Mexico Trilogy,$0.36,$1.69,,doNotMatch
11/12/2022,$7.75,-$1.43,-$3.49,,Family Guy Volume 9,$0.67,$3.50,,
11/14/2022,$6.00,-$1.18,-$3.49,,MASH Season 1,-$2.00,-$0.67,,
11/14/2022,$7.00,-$1.32,-$3.49,,The Beast with a Billion Backs,,$2.19,,
11/15/2022,$11.00,-$1.91,-$3.49,,Clarity by Jimmy Eat World CD,$0.92,$6.52,,
11/15/2022,$12.00,-$2.05,-$3.49,,Home Alone 5-Movie Collection,,$6.46,,doNotMatch
11/16/2022,$8.00,-$1.47,-$3.49,,Toy Story 2 BLU-RAY (New),$0.56,$3.60,,doNotMatch
11/17/2022,$6.00,-$1.18,-$3.49,,A Wedding for Bella,$0.81,$2.14,,
11/17/2022,$6.00,-$1.18,-$3.49,,Christmas Vacation,,$1.33,,
11/17/2022,$8.25,-$1.50,-$3.49,,Firefly Complete Series,,,,
11/17/2022,$6.00,-$1.18,-$3.49,,Bad Santa,-$0.75,$0.58,,
11/17/2022,$6.00,-$1.18,-$3.49,,The Tao of Steve,$0.56,$1.89,,
11/17/2022,$7.00,-$1.32,-$3.49,,Stargate Atlantis Season 2,-$0.25,$1.94,,
11/18/2022,$13.00,-$2.20,-$4.27,,Fantasy Island Season 1,,$6.53,,
11/19/2022,$6.00,-$1.18,-$3.49,,Eight Crazy Nights,,$1.33,,
11/19/2022,,$0.00,,-$39.90,Purchased #2 Padded Mailers,,-$39.90,,
11/21/2022,$6.00,-$1.18,-$3.49,,A Christmas Carol 1984,$0.50,$1.83,,
11/21/2022,$20.00,-$3.22,-$3.49,,The Man from UNCLE Season 1,,$13.29,,
11/21/2022,$6.00,-$1.18,-$3.49,,White Christmas,$0.56,$1.89,,
11/21/2022,$6.00,-$1.18,-$3.49,,Dolly Partons Christmas of Many Colors,$0.27,$1.60,,
11/22/2022,$9.00,-$1.61,-$3.49,,The Handmaids Tale Season 3 BLU-RAY,,$3.90,,
11/22/2022,$6.00,-$1.18,-$3.49,,A Christmas Story BLU-RAY,,$1.33,,
11/23/2022,$6.00,-$1.18,-$3.49,,Scrooged,,$1.33,,
11/24/2022,$6.50,-$1.25,-$3.49,,Magic of the White City Expo,$0.56,$2.32,,
11/24/2022,$12.00,-$2.05,-$3.49,,Las Vegas Season 3,,$6.46,,
11/24/2022,$6.00,-$1.18,-$3.49,,Elf,,$1.33,,
11/25/2022,$18.00,-$2.93,-$3.49,,Bewitched Season 8,$0.56,$12.14,,
11/26/2022,$8.00,-$1.47,-$3.49,,Pop Smear by The Verve Pipe CD,$0.82,$3.86,,
11/26/2022,$17.00,-$2.78,-$3.49,,Maverick Season 1,,$10.73,,
11/28/2022,$9.00,-$1.61,-$3.49,,Centennial,,$3.90,,
11/28/2022,$13.00,-$2.20,-$3.49,,Operation: Mindcrime by Queensryche CD,$0.92,$8.23,,
11/28/2022,$6.00,-$1.18,-$3.49,,Flying Tigers,,$1.33,,
11/28/2022,$6.50,-$1.25,-$3.49,,Gilmore Girls Season 5,-$0.25,$1.51,,
11/28,$6.50,-$1.25,-$3.49,,The Mentalist Season 2,,$1.76,,
11/29/2022,$6.00,-$1.18,-$3.49,,Love Actually,$0.50,$1.83,,
11/29/2022,$8.50,-$1.54,-$3.49,,Doctor Who: A Cristmas Carol,$0.56,$4.03,,
12/1/2022,$6.50,-$1.25,-$3.49,,Gilmore Girls Season 2,,$1.76,,
12/1/2022,$9.00,-$1.61,-$3.49,,Christmas Vacation,,$3.90,,
12/1/2022,$6.00,-$1.18,-$3.49,,Eight Men Out,,$1.33,,
12/1/2022,$6.75,-$1.29,-$3.49,,Windham Hill State of Grace CD,$0.82,$2.79,,
12/1/2022,$19.00,-$3.07,-$4.16,,Charmed Seasons 1-4,,$11.77,,
12/2/2022,$9.99,-$1.76,-$4.16,,In Treatment Season 1,,$4.07,,
12/3/2022,$11.00,-$1.91,-$3.49,,Pink Floyd The Wall,,$5.60,,
12/3/2022,$9.00,-$1.61,-$3.49,,Rififi,,$3.90,,
12/4/2022,$9.00,-$1.61,-$3.49,,Bewitched Season 5,,$3.90,,
12/4/2022,$6.00,-$1.18,-$3.49,,Air Force Once / Line of Fire BLU-RAY,$0.67,$2.00,,doNotMatch
12/4/2022,$26.00,-$4.10,-$3.49,,The Man from UNCLE Season 2,-$0.25,$18.16,,
12/4/2022,$6.00,-$1.18,-$3.49,,Fish Aint Bitin by Corey Harris CD,$0.88,$2.21,,
12/5/2022,$8.00,-$1.47,-$3.49,,Roger Corman Drive-In Collection,,$3.04,,doNotMatch
12/9/2022,$14.50,-$2.42,-$3.49,,Today and Tomorrow by McCoy Tyner CD,$0.92,$9.51,,
12/9/2022,$8.50,-$1.54,-$3.49,,The Temptations: Get Ready,,$3.47,,
12/10/2022,$13.00,-$2.20,-$3.49,,Leverage Season 2,,$7.31,,
12/11/2022,$13.00,-$2.20,-$3.49,,The Pretender Season 1,-$10.00,-$2.69,,
12/11/2022,$20.00,-$3.22,-$3.49,,Ringmaster by Insane Clown Posse CD,$0.92,$14.21,,
12/11/2022,$6.50,-$1.25,-$3.49,,Jack Ryan 3-Pack,$0.67,$2.43,,doNotMatch
12/13/2022,$7.50,-$1.40,-$3.49,,Buffy the Vampire Slayer Season 1,,$2.62,,
12/13/2022,$6.00,-$1.18,-$3.49,,Rockin Down the Highway: The Wildlife Concert by the Doobie Brothers CD,$0.98,$2.31,,
12/18/2022,$9.00,-$1.61,-$3.49,,Jesus Built My Hotrod by Ministry CD,$0.92,$4.82,,
12/18/2022,$8.00,-$1.47,-$3.49,,Magnetic by Goo Goo Dolls CD,$0.92,$3.96,,
12/18/2022,$7.00,-$1.32,-$3.49,,Crime Scene Investigation Season 5,$0.92,$3.11,,
12/19/2022,$6.50,-$1.25,-$4.16,,Gilmore Girls Season 3,-$0.25,$0.84,,
,$6.50,-$1.25,,,Gilmore Girls Season 4,-$0.25,$5.00,,
12/20/2022,$6.00,-$1.18,-$3.49,,Christmas Time in South Park,$0.59,$1.92,,
12/21/2022,$19.00,-$3.07,-$3.49,,Saving Grace Season 1,$0.50,$12.94,,
12/21/2022,$6.00,-$1.18,-$3.49,,Badder Santa,,$1.33,,
12/22/2022,$7.00,-$1.32,-$3.49,,,,$2.19,,
12/22/2022,$35.00,-$5.41,-$3.49,,Highlander 5-Film Collection,$0.27,$26.37,,
12/23/2022,$6.00,-$1.18,-$3.49,,Monkk Season 3,,$1.33,,
12/23/2022,$7.00,-$1.32,-$3.49,,Monk Season 4,,$2.19,,
12/24/2022,$13.00,-$2.20,-$3.49,,MXC Most Extreme Elimination Challenge,,$7.31,,
12/24/2022,$6.00,-$1.18,-$3.49,,A Christmas Story,$0.50,$1.83,,
,$6.00,-$1.18,-$3.49,,The Ice Pirates,,$1.33,,
12/25/2022,$7.00,-$1.32,-$3.49,,Avatar,$0.39,$2.58,,
12/25/2022,$13.50,-$2.27,-$3.49,,Murder She Wrote Four Movie Collection,$0.27,$8.01,,doNotMatch
12/25/2022,$14.00,-$2.34,-$3.49,,Leverage Season 3,,$8.17,,
12/26/2022,$8.00,-$1.47,-$3.49,,Frizzle Fry by Primus CD,$0.92,$3.96,,
12/26/2022,$6.00,-$1.18,-$3.49,,CSI Season 7,,$1.33,,
12/27/2022,$14.00,-$2.34,-$3.49,,John Pinette Im Starvin,$0.50,$8.67,,
12/28/2022,$6.00,-$1.18,-$3.49,,The Best of Kansas by Kansas CD,$0.92,$2.25,,
12/29/2022,$10.50,-$1.83,-$3.49,,Juwanna Mann,,$5.18,,
12/29/2022,$8.00,-$1.47,-$3.49,,The China Syndrome,$0.50,$3.54,,
12/29/2022,$6.00,-$1.18,-$3.49,,A Christmas Story,-$1.00,$0.33,,
12/30/2022,$8.50,-$1.54,-$3.49,,Lateralus by Tool CD,$0.92,$4.39,,
12/30/2022,$9.00,-$1.61,-$3.49,,Silent Rage,,$3.90,,
12/30/2022,$7.00,-$1.32,-$3.49,,The Resident BLU-RAY,,$2.19,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
,,$0.00,,,,,$0.00,,
