 ,,,,,,,,,
"$1,418.91",Payment Received,PayPal Fee,Postage,Other Costs,,Category,,DVD Cost:,1
11/25/2017,$19.00,-$0.85,-$2.77,,Gung Ho,,$14.38,,
11/26/2017,$5.00,-$0.45,-$2.77,,Schindler's List,$0.75,$1.54,,
11/26/2017,$5.75,-$0.47,-$2.77,,A Christmas Story,$0.50,$2.01,,
11/26/2017,$5.00,-$0.45,-$2.77,,Elf,,$0.79,,
11/26/2017,$6.75,-$0.50,-$2.77,,Wii Carnival Games,$0.75,$3.23,,
11/26/2017,$5.00,-$0.45,-$2.77,,Elf,$0.50,$1.29,,
11/26/2017,$4.75,-$0.44,-$2.77,,Deck the Halls,$0.50,$1.04,,
11/26/2017,$5.00,-$0.45,-$2.77,,Elf,,$0.79,,
11/26/2017,$5.75,-$0.47,-$2.77,,A Christmas Story,,$1.51,,
11/26/2017,$4.75,-$0.44,-$2.77,,Side Effects,,$0.54,,
11/26/2017,$4.75,-$0.44,-$2.77,,Four Christmases,,$0.54,,
11/26/2017,$6.00,-$0.47,-$2.77,,A Christmas Story,,$1.76,,
11/26/2017,$6.50,-$0.49,-$2.77,,Stalingrad Blu-Ray,,$2.24,,
11/26/2017,$5.75,-$0.47,-$2.77,,A Christmas Story,,$1.51,,
11/26/2017,$12.00,-$0.65,-$2.77,,Don't Answer the Phone,,$7.58,,
11/26/2017,$4.75,-$0.44,-$2.77,,Stir Crazy,,$0.54,,
11/27/2017,$5.50,-$0.46,-$2.77,,How the Grinch Stole Christmas,,$1.27,,
11/27/2017,$5.50,-$0.46,-$2.77,,National Lampoon's Christmas Vacation,$0.50,$1.77,,
11/27/2017,$5.50,-$0.46,-$2.77,,How the Grinch Stole Christmas,,$1.27,,
11/27/2017,$4.75,-$0.44,-$2.63,,Blu Jasmine Blu-Ray,$0.75,$1.43,,
11/27/2017,$5.00,-$0.45,-$2.77,,The Nightmare Before Christmas,-$1.00,-$0.22,,
11/27/2017,$6.50,-$0.49,-$2.77,,Elf,,$2.24,,
11/27/2017,$5.50,-$0.46,-$2.77,,The Santa Clause,,$1.27,,
11/27/2017,$5.00,-$0.45,-$2.77,,Charlie Brown Christmas Tales,,$0.79,,
11/27/2017,$7.00,-$0.50,-$2.77,,Hitcher II: I've Been Waiting,,$2.73,,
11/27/2017,$5.50,-$0.46,-$2.77,,Christmas with The Kranks,$0.50,$1.77,,
11/27/2017,$5.50,-$0.46,-$2.77,,Christmas with The Kranks,,$1.27,,
11/27/2017,$5.00,-$0.45,-$2.77,,All I Want for Christmas,$0.75,$1.54,,
11/28/2017,$4.75,-$0.44,-$2.77,,Rudolph the Red-Nosed Reindeer,,$0.54,,
11/28/2017,$6.00,-$0.47,-$2.77,,The Santa Clause 2,,$1.76,,
11/28/2017,$6.50,-$0.49,-$2.77,,The Berenstain Bears Christmas Tree,,$2.24,,
11/28/2017,$4.50,-$0.43,-$2.77,,American Hustle,$0.75,$1.05,,
11/29/2017,$6.00,-$0.47,-$2.77,,The Polar Express,,$1.76,,
11/29/2017,$4.75,-$0.44,-$2.77,,Scrooged,,$0.54,,
11/29/2017,$4.50,-$0.43,-$2.77,,Four Christmases,,$0.30,,
11/29/2017,$8.75,-$0.55,-$2.77,,Eye for an Eye,,$4.43,,
11/29/2017,$10.00,-$0.59,-$2.77,,The Steel Trap,$0.75,$6.39,,
12/1/2017,$7.50,-$0.52,-$2.77,,Advam's Rib,,$3.21,,
12/1/2017,$6.00,-$0.47,-$2.77,,Fringe Season 1,,$1.76,,
12/1/2017,$5.50,-$0.46,-$2.77,,Surviving Christmas,,$1.27,,
12/1/2017,$5.75,-$0.47,-$2.77,,Radio City Chrstmas Spectacular,,$1.51,,
12/1/2017,$4.50,-$0.43,-$2.77,,Gravity,,$0.30,,
12/1/2017,$5.00,-$0.45,-$2.77,,Thomas Kinkade Presents: Christmas Miracle,,$0.79,,
12/2/2017,$9.00,-$0.56,-$2.77,,A Soldier's Story Blu-Ray,$0.75,$5.42,,
12/2/2017,$4.75,-$0.44,-$2.77,,Sparks,$0.75,$1.29,,
12/3/2017,$10.50,-$0.60,-$2.77,,A Nanny for Christmas,$0.75,$6.88,,
12/3/2017,$11.00,-$0.62,-$2.77,,Blue is the Warmest Color,$0.75,$7.36,,
12/3/2017,$6.25,-$0.48,-$2.77,,L.A. Confidential Blu-Ray,$0.75,$2.75,,
12/3/2017,$6.00,-$0.47,-$2.63,,Bates Motel Season 1,,$1.90,,
12/3/2017,$12.00,-$0.65,-$2.77,,Red Dwarf Season 1,,$7.58,,
12/3/2017,$6.00,-$0.47,-$2.77,,The Santa Clause 2,,$1.76,,
12/3/2017,$4.75,-$0.44,-$2.77,,Saving Santa,,$0.54,,
12/3/2017,$9.00,-$0.56,-$2.63,,The Santa Clause Blu-Ray,,$4.81,,
12/4/2017,$5.50,-$0.46,-$2.63,,Community Season 1,,$1.41,,
12/4/2017,$5.00,-$0.45,-$2.77,,Fred Claus,,$0.79,,
12/4/2017,$4.75,-$0.44,-$2.77,,The Fault in Our Stars,$0.75,$1.29,,
12/4/2017,$5.00,-$0.45,-$2.77,,This Christmas,$0.50,$1.29,,
12/4/2017,$5.00,-$0.45,-$2.77,,This Christmas,,$0.79,,
12/5/2017,$5.50,-$0.46,-$2.77,,Some Came Running,$0.75,$2.02,,
12/5/2017,$15.00,-$0.74,-$2.63,,Sting: Live in Berlin Blu-Ray,$0.75,$11.39,,
12/5/2017,$9.00,-$0.56,-$2.77,,G.I. Joe: Retaliation,$0.75,$5.42,,
12/5/2017,$4.75,-$0.44,-$2.77,,Home for the Holidays,,$0.54,,
12/5/2017,$4.75,-$0.44,-$2.77,,Silver Streak,$0.75,$1.29,,
12/7/2017,$4.75,-$0.44,-$2.77,,Stand Up Guys,$0.75,$1.29,,
12/7/2017,$5.00,-$0.45,-$2.77,,The Year Without Santa Claus,$0.50,$1.29,,
12/8/2017,$8.00,-$0.53,-$2.77,,Ginger in the Morning / Maybe I'll Come Home in the Spring / Choices,,$3.70,,
12/9/2017,$7.25,-$0.51,-$2.77,,The Santa Clause,,$2.97,,
12/11/2017,$50.00,-$1.75,-$2.77,,Battlestar Galactica 1978 Complete Series with Cylon Head,,$44.48,,
12/11/2017,$5.00,-$0.45,-$2.77,,The West Wing Season 6 Disc 5 REPLACEMENT DISC,,$0.79,,
12/11/2017,$6.25,-$0.48,-$2.77,,Rush,$0.75,$2.75,,
12/11/2017,$5.00,-$0.45,-$2.77,,All Is Lost Blu-Ray,$0.75,$1.54,,
12/11/2017,$5.00,-$0.45,-$2.77,,Pacific Rim Blu-Ray,$0.75,$1.54,,
12/11/2017,$8.00,-$0.53,-$2.77,,Scarface Blu-Ray,$0.75,$4.45,,
12/11/2017,$5.00,-$0.45,-$2.77,,Stage Fright,$0.75,$1.54,,
12/12/2017,$7.00,-$0.50,-$2.77,,Airwolf: The Movie,$0.75,$3.48,,
12/12/2017,$4.75,-$0.44,-$2.77,,Three Men and a Baby,$0.75,$1.29,,
12/13/2017,$10.00,-$0.59,-$2.77,,Toy Story 1 and 2,$1.50,$7.14,,
12/14/2017,$4.75,-$0.44,-$2.77,,The Gauntlet,$0.75,$1.29,,
12/16/2017,$4.75,-$0.44,-$2.77,,Gypsy,,$0.54,,
12/16/2017,$4.75,-$0.44,-$2.77,,Tenacious D and the Pick of Destiny,,$0.54,,
12/17/2017,$4.50,-$0.43,-$2.77,,Rob the Mob,,$0.30,,
12/17/2017,$15.00,-$0.74,-$2.77,,The Waltons Season 9,,$10.50,,
12/17/2017,$7.00,-$0.50,-$2.77,,Plasantville Blu-Ray,,$2.73,,
12/19/2017,,$0.00,,-$87.51,eBay Fees,,-$88.51,,
12/19/2017,,$0.00,,-$5.00,Refund for All is Lost DVD,,-$6.00,,
12/19/2017,$5.00,-$0.45,-$2.77,,Beloved,,$0.79,,
12/19/2017,$5.00,-$0.45,-$2.77,,All is Lost Blu-Ray,,$0.79,,
12/19/2017,$27.00,-$1.08,-$2.77,,Radiohead: The Most Gigantic Lying Mouth of All Time,,$22.15,,
12/20/2017,$7.00,-$0.50,-$2.77,,Contamination,,$2.73,,
12/20/2017,$6.00,-$0.47,-$2.77,,Remember the Titans Blu-Ray,,$1.76,,
12/21/2017,$5.50,-$0.46,-$2.77,,The Holcroft Covenant,,$1.27,,
12/27/2017,$7.50,-$0.52,-$2.77,,Sleeper,$0.75,$3.96,,
12/27/2017,$4.75,-$0.44,-$2.61,,Cloudy with a Chance of Meatballs Blu-Ray,$0.75,$1.45,,
12/27/2017,$12.50,-$0.66,-$2.77,,Eagles Farewell I Tour: Live from Melbourne,$0.50,$8.57,,
12/27/2017,$5.00,-$0.45,-$2.77,,Riddick,$0.75,$1.54,,
12/28/2017,$6.75,-$0.50,-$2.61,,Pillow Talk Blu-Ray,$0.75,$3.39,,
12/28/2017,$5.00,-$0.45,-$2.61,,The West Wing Season 6 Disc 6 ,,$0.95,,
12/28/2017,$4.75,-$0.44,-$2.77,,The Safety of Objects,,$0.54,,
12/29/2017,,$0.00,,-$24.64,Purchased shipping envelopes,,-$25.64,,
12/29/2017,$4.75,-$0.44,-$2.77,,A Good Day to Die Hard,,$0.54,,
12/29/2017,$5.00,-$0.45,-$2.77,,The Ledge,,$0.79,,
12/30/2017,$4.75,-$0.44,-$2.77,,Psi Factor Season 4,-$2.00,-$1.46,,
12/30/2017,$6.50,-$0.49,-$2.77,,Planes DVD/Blu-Ray,$0.75,$2.99,,
12/30/2017,$5.00,-$0.45,-$2.77,,"War Three Pack: Run Silent Run Deep, Beachhead, Beach Red",$0.75,$1.54,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,,,,,,,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,,,,,,,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,,,,,,,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,,,,,,,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,,,,,,,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,,,,,,,,
,,$0.00,,,,,-$15.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,,,,,,,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,,,,,,,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
